Nombre Institución;Tipo Institución;Nombre de la Sede;Comuna donde se imparte la carrera o programa;Nombre Region;Orden Geográfico de la Región (Norte aSur);Carrera Genérica;Nombre Programa;Area Conocimiento;Vacantes (1)
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;90
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;50
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;20
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;130
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;80
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;35
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;30
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;55
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;90
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;35
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;45
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;30
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;65
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;40
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Análisis de Sistemas Informáticos;TNS en Analista Programador;Tecnología;25
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;45
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;50
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;20
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;35
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;60
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;60
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;25
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;10
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;30
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;25
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;20
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;20
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;40
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;20
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;60
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;25
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;25
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;20
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;20
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;30
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;20
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;25
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;74
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;36
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;30
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;15
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;20
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;30
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;30
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;40
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;30
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;45
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Automatización, Control automático y similares;TNS en Automatización y Robótica;Tecnología;25
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Construcción;TNS en Construccion;Tecnología;15
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Construcción;TNS en Construccion;Tecnología;15
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Construcción;TNS en Construccion;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Construcción;TNS en Construccion;Tecnología;30
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Construcción;TNS en Construccion;Tecnología;25
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Construcción;TNS en Construccion;Tecnología;25
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Construcción;TNS en Construccion;Tecnología;30
C.F.T. INACAP;C.F.T.;Coyhaique;Coyhaique;Región de Aysén;15;Técnico en Construcción;TNS en Construcción;Tecnología;30
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Construcción;TNS en Construcción;Tecnología;35
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Construcción;TNS en Construcción;Tecnología;35
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Construcción;TNS en Construcción;Tecnología;40
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Construcción;TNS en Construcción;Tecnología;35
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Construcción;TNS en Construcción;Tecnología;35
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Construcción;TNS en Construcción;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Construcción;TNS en Construcción;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Construcción;TNS en Construcción;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Ñuñoa;Región Metropolitana;7;Técnico en Construcción;TNS en Construcción;Tecnología;30
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Construcción;TNS en Construcción;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Construcción;TNS en Construcción;Tecnología;85
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Construcción;TNS en Construcción;Tecnología;25
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Construcción;TNS en Construcción;Tecnología;30
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Construcción;TNS en Construcción;Tecnología;50
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Construcción;TNS en Construcción;Tecnología;30
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Construcción;TNS en Construcción;Tecnología;35
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Construcción;TNS en Construcción;Tecnología;40
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;20
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;20
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;Ñuñoa;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;25
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;35
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;20
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;20
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;65
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Electricidad, Electrónica y similares;TNS Electricidad Industrial;Tecnología;50
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Electricidad, Electrónica y similares;TNS Electromecánica;Tecnología;20
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Electricidad, Electrónica y similares;TNS Electromecánica;Tecnología;10
C.F.T. INACAP;C.F.T.;Copiapó;Copiapó;Región de Atacama;4;Técnico en Electricidad, Electrónica y similares;TNS Electromecánica;Tecnología;45
C.F.T. INACAP;C.F.T.;Copiapó;Copiapó;Región de Atacama;4;Técnico en Electricidad, Electrónica y similares;TNS Electromecánica;Tecnología;45
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Electricidad, Electrónica y similares;TNS Electromecánica;Tecnología;40
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Electricidad, Electrónica y similares;TNS Electromecánica;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS Electromecánica;Tecnología;25
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Electricidad, Electrónica y similares;TNS Electromecánica;Tecnología;20
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Electricidad, Electrónica y similares;TNS Electromecánica;Tecnología;30
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Electricidad, Electrónica y similares;TNS Electromecánica;Tecnología;30
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Electricidad, Electrónica y similares;TNS Electromecánica;Tecnología;30
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;55
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;45
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;70
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;40
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;80
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;70
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;35
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;45
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;40
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;95
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;60
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;55
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Electricidad, Electrónica y similares;TNS en Electricidad Industrial;Tecnología;45
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS en Electrónica;Tecnología;40
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS en Electrónica;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Electricidad, Electrónica y similares;TNS en Electrónica;Tecnología;30
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Electricidad, Electrónica y similares;TNS en Electrónica;Tecnología;20
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Electricidad, Electrónica y similares;TNS en Electrónica;Tecnología;30
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;60
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;60
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Ñuñoa;Región Metropolitana;7;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Energías Renovables;TNS en Energías Renovables;Tecnología;30
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Logística y similares;TNS en Logística;Tecnología;30
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Logística y similares;TNS en Logística;Tecnología;30
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Logística y similares;TNS en Logística;Tecnología;25
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Logística y similares;TNS en Logística;Tecnología;40
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Logística y similares;TNS en Logística;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Logística y similares;TNS en Logística;Tecnología;20
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Logística y similares;TNS en Logística;Tecnología;30
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Logística y similares;TNS en Logística;Tecnología;20
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Logística y similares;TNS en Logística;Tecnología;20
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Logística y similares;TNS en Logística;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Logística y similares;TNS en Logística;Tecnología;40
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Logística y similares;TNS en Logística;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Logística y similares;TNS en Logística;Tecnología;80
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Logística y similares;TNS en Logística;Tecnología;45
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Logística y similares;TNS en Logística;Tecnología;20
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Logística y similares;TNS en Logística;Tecnología;35
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Logística y similares;TNS en Logística;Tecnología;45
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Logística y similares;TNS en Logística;Tecnología;95
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Logística y similares;TNS en Logística;Tecnología;25
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Logística y similares;TNS en Logística;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Logística y similares;TNS en Logística;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Logística y similares;TNS en Logística;Tecnología;30
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Logística y similares;TNS en Logística;Tecnología;40
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Logística y similares;TNS en Logística;Tecnología;20
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Logística y similares;TNS en Logística;Tecnología;40
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Logística y similares;TNS en Logística;Tecnología;40
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Logística y similares;TNS en Logística;Tecnología;35
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Mecánica Automotriz;TNS en Mecánica Automotriz en Maquinaria Pesada;Tecnología;55
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Mecánica Automotriz;TNS en Mecánica Automotriz en Maquinaria Pesada;Tecnología;60
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Mecánica Automotriz;TNS en Mecánica Automotriz en Maquinaria Pesada;Tecnología;35
C.F.T. INACAP;C.F.T.;Copiapó;Copiapó;Región de Atacama;4;Técnico en Mecánica Automotriz;TNS en Mecánica Automotriz en Maquinaria Pesada;Tecnología;50
